,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
16,공중화장실,애경어린이공원,서울특별시 구로구 구로동 501-22,서울특별시 구로구 구로동 501-22,N,1,0,1,0,0,0,1,0,0,서울특별시 구로구시설관리공단,02-850-0946,(평일)09:00~17:00+(주말)09:00~17:00+(공휴일)09:00~17:00,Aug.07,37.500312,126.884438,2018.2.19
17,공중화장실,성산빌라 앞,서울특별시 구로구 도림로 8-9,서울특별시 구로구 구로동 801-27,N,1,3,0,0,0,0,1,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,May.11,37.485187,126.887311,2018.2.19
18,공중화장실,동산빌라앞,서울특별시 구로구 구로동 792-28,서울특별시 구로구 구로동 792-28,N,1,3,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Nov.07,37.485938,126.888578,2018.2.19
19,공중화장실,계남근린공원입구,서울특별시 구로구 중알로15길 100-20,서울특별시 구로구 고척동 226-7,N,2,3,0,0,0,0,1,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Nov.02,37.507601,126.854501,2018.2.19
20,공중화장실,고척근린공원 소공원,서울특별시 구로구 고척로52가길 65,서울특별시 구로구 고척동 164-12,N,1,2,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Sep.12,37.503009,126.852811,2018.2.19
21,공중화장실,잦절약수터 입구,서울특별시 구로구 개봉동 46-2,서울특별시 구로구 개봉동 46-2,N,2,2,0,0,0,0,4,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Dec.08,37.502194,126.839656,2018.2.19
22,공중화장실,개웅산공원,서울특별시 구로구 개봉동 산60-5,서울특별시 구로구 개봉동 산60-5,N,3,1,1,0,0,0,5,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jan.10,37.485145,126.847953,2018.2.19
23,공중화장실,목감교,서울특별시 구로구 개봉동 372-1,서울특별시 구로구 개봉동 372-1,N,2,4,0,0,0,0,4,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Nov.10,37.491017,126.863285,2018.2.19
24,공중화장실,광명교,서울특별시 구로구 천왕동 51-1,서울특별시 구로구 천왕동 51-1,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Nov.10,37.480733,126.846005,2018.2.19
25,공중화장실,남구로역 공중화장실,서울특별시 구로구 도림로 9,서울특별시 구로구 구로동 803-5,N,3,8,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,(평일)04:00~20:00+(주말)04:00~20:00+(공휴일)04:00~20:00,Dec.13,37.485671,126.886622,2018.2.19
26,공중화장실,구일역제방앞,서울특별시 구로구 구일로 133,서울특별시 구로구 구로동 642-76,N,1,3,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Feb.11,37.495033,126.871029,2018.2.19
27,공중화장실,고척교입구,서울특별시 구로구 구로동 621-9,서울특별시 구로구 구로동 621-9,N,1,2,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jul.17,37.501465,126.872376,2018.2.19
28,공중화장실,족구장제방앞,서울특별시 구로구 구로동 635-19,서울특별시 구로구 구로동 621-9,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jul.17,37.501465,126.872376,2018.2.19
29,공중화장실,인라인스케이트장제방,서울특별시 구로구 구로동 635-19,서울특별시 구로구 구로동 635-19,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jul.17,37.499117,126.872294,2018.2.19
30,공중화장실,c구장(축구장)제방위,서울특별시 구로구 구로동 271-86,서울특별시 구로구 구로동 271-86,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Feb.11,37.511845,126.878172,2018.2.19
31,공중화장실,동양미래대학옆제방,서울특별시 구로구 고척동 279-1,서울특별시 구로구 고척동 279-1,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jul.17,37.500024,126.869245,2018.2.19
32,공중화장실,계남근린공원,서울특별시 구로구 신정3동 산103-2,서울특별시 구로구 신정3동 산103-2,N,1,0,0,0,0,0,1,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Apr.02,37.509325,126.855991,2018.2.19
33,공중화장실,신구로유수지,서울특별시 구로구 구로동 693-2,서울특별시 구로구 구로동 693-17,N,1,13,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Aug.09,37.489378,126.875465,2018.2.19
34,공중화장실,천왕근린공원,서울특별시 구로구 천왕동 233-2,서울특별시 구로구 천왕동 233-2,N,2,2,1,0,0,0,8,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,May.11,37.476158,126.842314,2018.2.19
35,공중화장실,오수배드민턴장,서울특별시 구로구 오리로22다길 104,서울특별시 구로구 궁동 산10-49,N,1,2,0,0,0,0,1,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Aug.11,37.502118,126.834813,2018.2.19
36,공중화장실,미래빌라앞,서울특별시 구로구 오류로 86,서울특별시 구로구 오류동 134-1,N,1,2,1,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,May.14,37.492482,126.840966,2018.2.19
37,공중화장실,도림교옆,서울특별시 구로구 신도림동 325-1,서울특별시 구로구 신도림동 325-1,N,1,2,0,0,0,0,3,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,May.05,37.513326,126.885695,2018.2.19
38,공중화장실,온수체육공원,서울특별시 구로구 부일로1길 58-3,서울특별시 구로구 온수동 산10-4,N,1,2,0,0,0,0,3,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jan.15,37.493255,126.819401,2018.2.19
39,공중화장실,남구로시장,서울특별시 구로구 구로동로26길 54,서울특별시 구로구 구로4동 741-44,N,3,3,1,0,1,0,3,1,1,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jun.16,37.489768,126.887088,2018.2.19
40,공중화장실,뱀쇠다리 옆,서울특별시 구로구 구로동 689-8,서울특별시 구로구 구로동 689-8,N,0,2,1,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Jul.17,37.489291,126.872511,2018.2.19
41,공중화장실,참새소공원,서울특별시 구로구 개봉동 1-13,서울특별시 구로구 개봉동 1-13,N,1,1,0,0,0,0,2,0,0,서울특별시 구로구시설관리공단,02-850-0946,연중무휴,Sep.17,37.505251,126.844211,2018.2.19
42,공중화장실,덕의근린공원,서울특별시 구로구 고척동 339-4,서울특별시 구로구 고척동 339-4,N,0,2,1,0,0,0,2,1,0,서울특별시 구로구시설관리공단,02-850-0947,연중무휴,Nov.17,37.506931,126.856076,2018.2.19
43,공중화장실,마장축산물평면주차장,,서울특별시 성동구 마장동 525,N,1,1,1,0,0,0,2,1,0,서울특별시성동구도시관리공단,02-2204-7944,(평일)09:00~17:00+(주말)09:00~17:00+(공휴일)09:00~17:00,Jan.17,37.571378,127.040233,2018.2.21
44,공중화장실,행당어린이공원,서울특별시 성동구 행당동 128-417,서울특별시 성동구 행당동 128-417,N,3,2,0,0,0,0,3,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.89,37.56175999,127.0352626,2018.2.21
45,공중화장실,한양대 앞,서울특별시 성동구 행당동 157-4,서울특별시 성동구 행당동 157-4,N,1,1,1,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Nov.16,37.56610416,127.0457566,2018.2.21
46,공중화장실,왕십리문화공원,서울특별시 성동구 도선동 35-2,서울특별시 성동구 도선동 35-2,N,2,2,1,0,0,0,5,1,1,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Dec.16,37.5535883,127.0419162,2018.2.21
47,공중화장실,독서당공원,서울특별시 성동구 금호동1가 산37-7,서울특별시 성동구 금호동1가 산37-7,N,1,3,1,0,0,0,3,1,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.16,37.5564452,127.0195178,2018.2.21
48,공중화장실,자동차매매,서울특별시 성동구 용답동 234-1,서울특별시 성동구 용답동 234-1,N,3,3,1,0,1,0,5,1,1,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Feb.16,37.55397271,127.0463262,2018.2.21
49,공중화장실,성수근린공원,서울특별시 성동구 성수동2가 302-25,서울특별시 성동구 성수동2가 302-25,N,1,2,1,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jun.95,37.56607434,127.047049,2018.2.21
50,공중화장실,성삼공원,서울특별시 성동구 성수동2가 273-11,서울특별시 성동구 성수동2가 273-11,N,2,1,1,0,0,0,5,1,1,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Aug.16,37.56161138,127.0269475,2018.2.21
51,공중화장실,중랑물재생센터,서울특별시 성동구 송정동 73-37,서울특별시 성동구 송정동 73-37,N,1,1,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.16,37.56789151,127.039399,2018.2.21
52,공중화장실,무학봉,서울특별시 성동구 하왕십리동 890-334,서울특별시 성동구 하왕십리동 890-334,N,1,1,0,0,0,0,1,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Dec.16,37.54484853,127.0206114,2018.2.21
53,공중화장실,응봉체육공원,서울특별시 성동구 응봉동 9-4,서울특별시 성동구 응봉동 9-4,N,1,1,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.16,37.55759695,127.0372514,2018.2.21
54,공중화장실,응봉교 아래,서울특별시 성동구 응봉동 244-2,서울특별시 성동구 응봉동 244-2,N,1,1,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.16,37.55127046,127.0372186,2018.2.21
55,공중화장실,매봉산지하수 옆,서울특별시 성동구 옥수동 산5-164,서울특별시 성동구 옥수동 산5-164,N,2,2,1,1,0,0,4,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,May.16,37.54480786,127.052405,2018.2.21
56,공중화장실,응봉자전거대여소,서울특별시 성동구 응봉동 3-11,서울특별시 성동구 응봉동 3-11,N,1,1,0,0,0,0,1,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,May.16,37.5485049,127.0308668,2018.2.21
57,공중화장실,응봉산 팔각정,서울특별시 성동구 금호4가 1539,서울특별시 성동구 금호4가 1539,N,2,3,1,0,0,0,5,1,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Oct.16,37.54845678,127.0319295,2018.2.21
58,공중화장실,자전거체험장,서울특별시 성동구 마장동 811,서울특별시 성동구 마장동 811,N,1,1,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jun.16,37.55397271,127.0463262,2018.2.21
59,공중화장실,상원 앞,서울특별시 성동구 성수동1가 2-20,서울특별시 성동구 성수동1가 2-20,N,0,2,1,0,0,0,2,1,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Sep.16,37.5499161,127.028741,2018.2.21
60,공중화장실,송정제방,서울특별시 성동구 송정동 75-20,서울특별시 성동구 송정동 75-20,N,1,1,1,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,May.16,37.56982606,127.0441079,2018.2.21
61,공중화장실,송정농구장,서울특별시 성동구 송정동 73-24,서울특별시 성동구 송정동 73-24,N,1,1,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.16,37.56720159,127.0410674,2018.2.21
62,공중화장실,새말빗물펌프장,서울특별시 성동구 송정동 93-22,서울특별시 성동구 송정동 93-22,N,1,1,1,1,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jun.16,37.5531319,127.0283491,2018.2.21
63,공중화장실,궁터장,서울특별시 성동구 행당동 81-4,서울특별시 성동구 행당동 81-4,N,1,2,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Nov.16,37.54610038,127.0105808,2018.2.21
64,공중화장실,살곶이인라인,서울특별시 성동구 사근동 104,서울특별시 성동구 사근동 104,N,1,1,0,0,0,0,1,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Sep.16,37.5531319,127.0283491,2018.2.21
65,공중화장실,살곶이 진출,서울특별시 성동구 사근동 102-28,서울특별시 성동구 사근동 102-28,N,1,1,0,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Sep.16,37.5531319,127.0283491,2018.2.21
66,공중화장실,살곶이 진입,서울특별시 성동구 사근동 102-28,서울특별시 성동구 사근동 102-28,N,1,1,1,0,0,0,2,0,0,서울특별시성동구도시관리공단,02-2204-7943,연중무휴,Jan.16,37.54953971,127.0349686,2018.2.21
67,공중화장실,숯내공원 화장실,서울특별시 송파구 중대로4길 8,서울특별시 송파구 문정동 150-8,N,2,2,0,0,0,0,3,0,0,서울특별시 송파구청,02-2147-3380,상시,,37.497156,127.146937,2018.2.20
68,개방화장실,올림픽공원-몽촌삼거리(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,상시,,37.507927,127.118076,2018.2.20
69,개방화장실,올림픽공원-공급실 앞(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,정시,,37.514634,127.107411,2018.2.20
70,개방화장실,올림픽공원-공급실 뒤(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,5,3,0,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.493312,127.125036,2018.2.20
71,개방화장실,올림픽공원-구립SOMA미술관,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,2,4,0,0,0,0,3,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.502416,127.126115,2018.2.20
72,개방화장실,올림픽공원-만남의광장(A2동),서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88,N,6,7,1,0,0,0,10,1,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.515394,127.107442,2018.2.20
73,개방화장실,올림픽공원-프라자A동,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88,N,2,3,1,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.493833,127.120482,2018.2.20
74,개방화장실,올림픽공원-프라자C동,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88,N,2,3,1,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.514516,127.108802,2018.2.20
75,개방화장실,올림픽공원-프라자C동,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88,N,2,3,1,0,0,0,4,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.48982,127.123779,2018.2.20
76,개방화장실,송파도서관(오금동 51),서울특별시 송파구 동남로23가길 20-15,서울특별시 송파구 오금동 51,N,1,4,0,0,0,0,3,2,0,송파도서관장,,"정시(09:00~18:00, 평일만)",,37.51077,127.116514,2018.2.20
77,개방화장실,청소년 수련관,서울특별시 송파구 중대로4길 8,서울특별시 송파구 문정2동 150-8,N,3,4,1,0,1,0,2,0,1,서울특별시 송파구청,,"정시(09:00~18:00, 평일만)",,37.507065,127.079886,2018.2.20
78,개방화장실,청소년 수련관,서울특별시 송파구 성내천로 319,서울특별시 송파구 마천1동 325-5,N,2,2,1,0,0,0,1,1,0,서울특별시 송파구청,,"정시(09:00~18:00, 평일만)",,37.507079,127.117654,2018.2.20
79,개방화장실,서울영어마을풍납캠프,서울특별시 송파구 풍성로14길 45,서울특별시 송파구 풍납2동 281-1,N,2,4,1,0,0,0,2,1,0,교육청장,,"정시(09:00~18:00, 평일만)",,37.509334,127.085974,2018.2.20
80,개방화장실,송파우체국,서울특별시 송파구 오금로 323,서울특별시 송파구 오금동 50-3,N,2,3,0,0,0,0,4,1,0,송파우체국,,"정시(09:00~18:00, 평일만)",,37.538262,127.122838,2018.2.20
81,공중화장실,송파나루(더다이닝) 화장실,서울특별시 송파구 잠실로 148,서울특별시 송파구 잠실동 47,N,2,4,1,0,1,0,8,1,1,서울특별시 송파구청,02-2147-3380,상시,,37.512456,127.105064,2018.2.20
82,개방화장실,대한소방공제회빌딩,서울특별시 송파구 송파대로 274,서울특별시 송파구 가락본동 98-3,N,1,1,0,0,0,0,1,0,0,건물관리자,,"정시(09:00~18:00, 평일만)",,37.511477,127.08148,2018.2.20
83,개방화장실,한국조세연구원빌딩,서울특별시 송파구 송파대로28길 28,서울특별시 송파구 가락본동 79-6,N,36,36,0,0,0,0,23,0,0,건물관리자,,"정시(09:00~18:00, 평일만)",,37.512144,127.083007,2018.2.20
84,개방화장실,국민연금본부회관,서울특별시 송파구 신천로2길 13,서울특별시 송파구 신천동 7-16,N,1,2,1,0,0,0,1,1,0,건물관리자,,"정시(09:00~18:00, 평일만)",,37.506762,127.105286,2018.2.20
85,개방화장실,경찰병원,서울특별시 송파구 중대로 149,서울특별시 송파구 가락본동 58,N,3,5,1,0,2,0,4,1,0,경찰병원장,,"정시(09:00~18:00, 평일만)",,37.501287,127.127038,2018.2.20
86,개방화장실,강동송파교육지원청,서울특별시 송파구 잠실로 26,서울특별시 송파구 잠실2동 22-3,N,1,5,1,0,0,0,1,1,0,교육장,,"정시(09:00~18:00, 평일만)",,37.50137,127.108678,2018.2.20
87,개방화장실,송파구  공영차고지,서울특별시 송파구 충민로6길 61-5,서울특별시 송파구 장지동 42-1,N,2,2,0,0,0,0,2,0,0,시설관리공단,,"정시(09:00~18:00, 평일만)",,37.495107,127.122426,2018.2.20
88,개방화장실,시설관리공단,서울특별시 송파구 장지동 573-1,서울특별시 송파구 장지동 573-1,N,2,2,1,0,0,0,1,1,0,시설관리공단,,"정시(09:00~18:00, 평일만)",,37.5073,127.116636,2018.2.20
89,개방화장실,마천119안전센터,서울특별시 송파구 오금로51길 56,서울특별시 송파구 마천2동 29-1,N,3,5,0,0,0,0,2,0,0,송파소방서장,02-403-2119,"정시(09:00~18:00, 평일만)",,37.49061,127.157521,2018.2.20
90,개방화장실,거여119안전센터,서울특별시 송파구 마천로 329,서울특별시 송파구 거여2동 307-11,Y,0,0,0,0,0,0,1,0,0,송파소방서장,02-403-2119,"정시(09:00~18:00, 평일만)",,37.508236,127.103887,2018.2.20
91,개방화장실,방이119안전센터,서울특별시 송파구 강동대로 286,서울특별시 송파구 방이2동 89-3,Y,0,0,0,0,0,0,1,0,0,송파소방서장,02-403-2119,"정시(09:00~18:00, 평일만)",,37.505798,127.10616,2018.2.20
92,개방화장실,잠실119안전센터,서울특별시 송파구 석촌호수로 151,서울특별시 송파구 잠실3동 44-5,N,2,1,0,0,0,0,1,0,0,송파소방서장,02-403-2119,"정시(09:00~18:00, 평일만)",,37.492979,127.150162,2018.2.20
93,개방화장실,운동장119안전센터,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실2동 10,N,2,3,0,0,0,0,1,0,0,송파소방서장,02-403-2119,"정시(09:00~18:00, 평일만)",,37.514021,127.107567,2018.2.20
94,개방화장실,가락119안전센터,서울특별시 송파구 양재대로 932,서울특별시 송파구 가락1동 600,N,2,2,1,0,0,0,1,0,0,송파소방서장,02-403-2119,"정시(09:00~18:00, 평일만)",,37.506991,127.089909,2018.2.20
95,개방화장실,서울초이스병원(임정애 메이저),서울특별시 송파구 올림픽로 579,서울특별시 송파구 풍납2동 496-5,N,1,1,0,0,0,0,2,0,0,서울초이스병원장,,"정시(09:00~18:00, 평일만)",,37.504757,127.087738,2018.2.20
96,개방화장실,아산병원,서울특별시 송파구 강동대로 13,서울특별시 송파구 풍납2동 388,N,5,5,2,0,0,0,5,2,0,아산병원장,,"정시(09:00~18:00, 평일만)",,37.516616,127.101258,2018.2.20
97,개방화장실,한국육영학교(특수),서울특별시 송파구 충민로6길 15,서울특별시 송파구 장지동 848-1,N,2,1,1,0,0,0,3,0,0,한국육영학교장,,"정시(09:00~18:00, 평일만)",,37.49766,127.125723,2018.2.20
98,개방화장실,한국체육대학교,서울특별시 송파구 양재대로 1239,서울특별시 송파구 오륜동 88-15,N,103,156,17,0,1,0,194,16,1,한국체대학장,,"정시(09:00~18:00, 평일만)",,37.50413,127.107677,2018.2.20
99,개방화장실,아시아선수촌A동상가,서울특별시 송파구 올림픽로4길 17,서울특별시 송파구 잠실동 85-1,N,3,3,0,0,0,0,3,0,0,서울특별시 송파구청,,"정시(09:00~18:00, 평일만)",,37.516312,127.100413,2018.2.20
100,개방화장실,잠실3동성당,서울특별시 송파구 잠실로 15,서울특별시 송파구 잠실3동 27-2,N,2,3,0,0,0,0,2,0,0,서울특별시 송파구청,,"정시(09:00~18:00, 평일만)",,37.489398,127.122831,2018.2.20
101,공중화장실,풍납백제문화공원,서울특별시 송파구 풍납동 197,서울특별시 송파구 풍납동 197,N,2,3,1,0,1,0,8,1,1,서울특별시 송파구청,,"정시(09:00~18:00, 평일만)",,37.511469,127.081689,2018.2.20
102,공중화장실,송파관광정보센터,서울특별시 송파구 신천동 32,서울특별시 송파구 신천동 32,N,2,1,1,0,0,0,4,1,0,서울특별시 송파구청,,"정시(09:00~18:00, 평일만)",,37.481813,127.132463,2018.2.20
103,개방화장실,올림픽공원-테니스장,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 88-2,N,34,54,0,0,0,0,37,0,0,국민체육진흥공단,,"정시(09:00~18:00, 평일만)",,37.524671,127.121964,2018.2.20
104,개방화장실,KT가락지점,서울특별시 송파구 송파대로30길 40,서울특별시 송파구 가락본동 77-6,N,2,3,1,0,0,0,2,1,0,KT가락지점,,"정시(09:00~18:00, 평일만)",,37.512572,127.10819,2018.2.20
105,공중화장실,송파나루(놀이마당) 화장실,서울특별시 송파구 삼학사로 136,서울특별시 송파구 잠실동 47,N,4,9,1,0,0,0,6,1,0,서울특별시 송파구청,02-2147-3380,상시,,37.53587,127.113731,2018.2.20
106,공중화장실,송파나루(갤러리수) 화장실,서울특별시 송파구 오금로 111,서울특별시 송파구 잠실동 47,N,1,3,1,0,0,0,2,1,0,서울특별시 송파구청,02-2147-3380,상시,,37.516192,127.093459,2018.2.20
107,공중화장실,잠실공원 화장실,서울특별시 송파구 백제고분로15길 7,서울특별시 송파구 잠실본동 230,N,2,2,0,0,0,0,3,1,0,서울특별시 송파구청,02-2147-3380,상시,,37.508531,127.07691,2018.2.20
108,공중화장실,방이공원 화장실,서울특별시 송파구 백제고분로 489,서울특별시 송파구 방이동 52,N,2,3,1,0,0,0,5,1,0,서울특별시 송파구청,02-2147-3380,"정시(09:00~18:00, 평일만)",,37.508541,127.076715,2018.2.20
109,공중화장실,송이공원 화장실,서울특별시 송파구 송파동 169,서울특별시 송파구 송파동 169,N,2,2,1,0,0,0,3,1,0,서울특별시 송파구청,02-2147-3380,"정시(09:00~18:00, 평일만)",,37.520247,127.115553,2018.2.20
110,공중화장실,웃말공원 화장실,서울특별시 송파구 송이로15길 41,서울특별시 송파구 가락동 21,N,1,3,1,0,0,0,1,1,0,서울특별시 송파구청,02-2147-3380,"정시(09:00~18:00, 평일만)",,37.494029,127.118077,2018.2.20
