,category,lat,lon,place_address,place_id,place_name
29,movie/concerthall,37.5681627,126.9699713,서울특별시 중구 정동 22번지 경향신문사 건물 1층,10029,강북 정동 난타 전용관
30,movie/concerthall,37.5438883,127.0759546,서울특별시 광진구 능동로 120 (화양동),10030,건국대학교 국제회의장
31,movie/concerthall,37.5438883,127.0759546,서울특별시 광진구 능동로 120 (화양동),10031,건국대학교 새천년관 대공연장
32,movie/concerthall,37.59649320000001,127.0525006,서울특별시 동대문구 회기동 1번지,10032,경희대학교 평화의전당
33,movie/concerthall,37.5529157,127.0000668,서울특별시 중구 장충동2가 14-67번지,10037,국립극장
34,movie/concerthall,37.5202471,126.9824662,서울특별시 용산구 용산동 6가 168-6번지,10038,국립중앙박물관 극장 용
35,movie/concerthall,37.5601325,127.00231,서울특별시 중구 장충동 2가 186-54,10039,그랜드 앰배서더 서울 그랜드 볼룸
36,movie/concerthall,37.53955,126.9977202,서울특별시 용산구 한남동 747-7,10040,그랜드하얏트서울 그랜드볼룸
37,movie/concerthall,37.5885865,126.934996,서울특별시 서대문구 연희로 353,10041,그랜드힐튼호텔 컨벤션홀
38,movie/concerthall,37.58347070000001,126.99985490000002,서울특별시 종로구 대명길 28,10042,금호아트홀
39,movie/concerthall,37.5489641,126.9199129,서울특별시 마포구 독막로 9길14,10043,꽃비
40,movie/concerthall,37.5374246,127.070453,서울특별시 광진구 능동로 76 (자양동),10044,나루아트센터
41,movie/concerthall,37.5681627,126.9699713,서울특별시 중구 정동 22번지,10045,난타전용관(강북정동)
42,movie/concerthall,37.5634602,126.98375190000002,서울특별시 중구 명동 2가 50-14 유네스코빌딩 3층,10046,난타전용관(명동)
43,movie/concerthall,37.553188,126.9211802,"서울특별시 마포구 양화로16길 29 옐로우다이아몬드 지하 2,3층",10047,난타전용관(홍대)
44,movie/concerthall,37.5587774,126.98824840000002,서울특별시 중구 소파로 138 (예장동 8-19),10048,남산예술센터
45,movie/concerthall,37.5549807,126.9300344,서울특별시 마포구 와우산로 155-1,10049,대안극장
46,movie/concerthall,37.57992279999999,127.0034942,서울특별시 종로구 동숭동 1-131,10050,대학로 SH 아트홀
47,movie/concerthall,37.5809993,127.0035152,서울특별시 종로구 동숭동 1-100,10051,대학로 갈갈이 콘서트홀
48,movie/concerthall,37.5833237,127.0045875,서울특별시 종로구 동숭동 12-6,10052,대학로 단막극장
49,movie/concerthall,37.580599,127.0045801,서울특별시 종로구 동숭동 130-47,10053,대학로 마로니에 소극장
50,movie/concerthall,37.57992279999999,127.0034942,서울특별시 종로구 동숭동 1-131,10054,대학로 씨어터 SH
51,movie/concerthall,37.5801275,127.0034992,서울특별시 종로구 동숭동 1-132,10055,대학로 씨어터 디아더
52,movie/concerthall,37.5800107,127.004254,서울특별시 종로구 동숭동 1-153,10056,대학로 아리랑 소극장
53,movie/concerthall,37.5831041,127.0020841,서울특별시 종로구 동숭동 1-35 아티스탄홀,10057,대학로 아티스탄홀
54,movie/concerthall,37.5807835,127.0041587,서울특별시 종로구 동숭동 1-145 대학빌딩 5층,10058,대학로 어뮤징 씨어터
55,movie/concerthall,37.5807835,127.0041587,서울특별시 종로구 동숭동 1-145,10059,대학로 우리네극장
56,movie/concerthall,37.5815943,127.0028104,서울특별시 종로구 동숭동 1-113번지 지하 1층,10060,대학로 웃찾사 전용관(구.Boom Box)
57,movie/concerthall,37.5820725,127.0031764,서울특별시 종로구 대학로10길 17,10061,대학로예술극장
58,movie/concerthall,37.5598785,126.9671041,서울특별시 중구 청파로 463,10062,대한극장
59,movie/concerthall,37.5681627,126.9699713,서울특별시 중구 정동 22,10063,도깨비스톰 전용관
60,movie/concerthall,37.5837122,127.0037278,서울특별시 종로구 동숭길 122,10064,동숭아트센터
61,movie/concerthall,37.4978004,127.0441092,서울특별시 강남구 역삼동 772,10065,동영아트홀 (구 계몽아트홀)
62,movie/concerthall,37.5801365,127.0039895,서울특별시 종로구 동숭동 1-141,10066,디마떼오홀
63,movie/concerthall,37.55313510000001,126.9222205,서울특별시 마포구 어울마당로 94-8,10067,떼아뜨르 추
64,movie/concerthall,37.4842634,127.0421783,서울특별시 강남구 도곡동 514-1,10068,라트어린이극장
65,movie/concerthall,37.55441500000001,126.9219661,서울특별시 마포구 홍익로 25 서교호텔별관 지하,10069,레진코믹스 브이홀
66,movie/concerthall,37.5484994,126.9201265,서울특별시 마포구 어울마당로 35 신보빌딩B1,10070,롤링홀
67,movie/concerthall,37.5713694,126.80296,서울특별시 강서구 하늘길  38,10071,롯데몰 김포공항점
68,movie/concerthall,37.6550434,127.06109709999998,서울특별시 노원구 동일로 1414,10072,롯데백화점 노원점
69,movie/concerthall,37.5366479,127.1253571,서울특별시 강동구 천호옛길 85,10073,롯데시네마 강동
70,movie/concerthall,37.536655,127.125348,서울특별시 강동구 성내동 44-1,10074,롯데시네마 강동관
71,movie/concerthall,37.5375105,127.0725939,서울특별시 광진구 아차산로 262 (자양동),10075,롯데시네마 건대입구관
72,movie/concerthall,37.57917910000001,126.8903547,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어빌딩 디지털파빌리온 4층,10076,롯데시네마 누리꿈(상암)
73,movie/concerthall,37.5112793,127.0980427,서울특별시 송파구 잠실동 40-1,10077,롯데시네마 롯데월드
74,movie/concerthall,37.5163809,127.021971,서울특별시 강남구 도산대로8길 8,10078,롯데시네마 브로드웨이
75,movie/concerthall,37.5003768,127.0269314,서울특별시 강남구 역삼동 816,10079,롯데시네마 씨티(강남)
76,movie/concerthall,37.5710437,126.9912115,서울특별시 종로구 돈의동 137,10082,롯데시네마 피카디리관
77,movie/concerthall,37.5489328,126.9136744,서울특별시 마포구 양화로 45,10083,롯데시네마 합정
78,movie/concerthall,37.5572394,126.9249811,서울특별시 마포구 양화로  176,10084,롯데시네마 홍대입구
79,movie/concerthall,37.5572394,126.9249811,서울특별시 마포구 양화로 176 스타피카소 8~11층,10085,롯데시네마 홍대입구관
80,movie/concerthall,37.5710291,127.0212194,서울특별시 중구 황학동 2545 롯데캐슬 베네치아 1층 1222~4호,10086,롯데시네마 황학
81,movie/concerthall,37.5112793,127.0980427,서울특별시 송파구 잠실동 40-1,10087,롯데월드 예술극장
82,movie/concerthall,37.5801263,127.0042551,서울특별시 종로구 동숭동 1-150 지하1층,10088,루나틱전용관
83,movie/concerthall,37.5032294,127.04149840000002,서울특별시 강남구 역삼동 676번지 3층,10089,르네상스 서울호텔
84,movie/concerthall,37.5807835,127.0041587,서울특별시 종로구 동숭동 1-145 대학빌딩 B1,10090,르메이에르 씨어터
85,movie/concerthall,37.50486710000001,127.0268226,"서울특별시 강남구 역삼동 602, The Ritz-Carlton, Seoul",10091,리츠칼튼 서울호텔 그랜드볼룸
86,movie/concerthall,37.5499041,126.9455277,서울특별시 마포구 대흥로20길   28,10092,마포아트센터
87,movie/concerthall,37.4979429,127.0265303,서울특별시 서초구 서초동 1317-20 아라타워 8층 씨너스 강남,10093,메가박스 강남
88,movie/concerthall,37.5658032,127.0074043,서울특별시 중구 을지로6가 21,10094,메가박스 동대문
89,movie/concerthall,37.5291398,126.8760174,서울특별시 양천구 목동동로 309,10095,메가박스 목동
90,movie/concerthall,37.5930863,127.0747635,서울특별시 중랑구 망우로30길 3,10096,메가박스 상봉
91,movie/concerthall,37.5043222,127.0035383,서울특별시 서초구 반포4동 19-3 센트럴시티 내 지하층,10097,메가박스 센트럴
92,movie/concerthall,37.6424093,127.0298017,서울특별시 강북구 도봉로 399,10098,메가박스 수유
93,movie/concerthall,37.559830700000006,126.9423898,서울특별시 서대문구 신촌역로  30,10099,메가박스 신촌
94,movie/concerthall,37.4848049,126.981685,서울특별시 동작구 동작대로 89,10100,메가박스 아트나인
95,movie/concerthall,37.5124878,127.058853,서울특별시 강남구 삼성동 159,10101,메가박스 코엑스
96,movie/concerthall,37.5634602,126.98375190000002,서울특별시 중구 명동2가 50-14 유네스코빌딩 3층,10102,명동 난타 전용관
97,movie/concerthall,37.564057,126.9841854,서울특별시 중구 명동길 35 명동예술극장,10103,명동예술극장
98,movie/concerthall,37.5647012,126.9932151,서울특별시 중구 초동 18-5,10104,명보아트홀
99,movie/concerthall,37.5514818,126.9228095,서울특별시 마포구 와우산로19길 6-5,10105,명월관
100,movie/concerthall,37.4864339,127.0045516,서울특별시 서초구 서초3동 1515-3번지 모차르트빌딩 2층,10106,모차르트홀
101,movie/concerthall,37.5305254,126.8816969,서울특별시 양천구 목1동 914,10107,목동아이스링크
102,movie/concerthall,37.5799333,127.002897,서울특별시 종로구 동숭동 1-130,10108,문예회관소극장
103,movie/concerthall,37.5671176,126.9686735,서울특별시 중구 충정로 1가 68번지 문화일보홀,10109,문화일보홀
104,movie/concerthall,37.5807835,127.0041587,서울특별시 종로구 동숭동 1-145번지 대학빌딩 지하1층,10110,뮤지컬 샤우트 전용극장
105,movie/concerthall,37.5460352,126.9649214,서울특별시 용산구 청파동2가 53-12 숙명여자대학교 내,10111,뮤지컬 전용 극장 - 씨어터 S
106,movie/concerthall,37.5658696,126.972876,서울특별시 중구 정동 8-11 (구 정동이벤트홀),10112,뮤지컬 전용관 팝콘하우스
107,movie/concerthall,37.510235,127.0446673,서울특별시 강남구 삼성동 112-2 한국문화재보호재단,10113,민속극장 풍류
108,movie/concerthall,37.5554016,126.9753825,서울특별시 중구 남대문로 5가 395,10114,밀레니엄서울힐튼호텔 컨벤션센터
109,movie/concerthall,37.5105408,127.065929,서울특별시 강남구 삼성동 170-5 백암아트홀,10115,백암아트홀
110,movie/concerthall,37.55258920000001,126.9214312,서울특별시 마포구 홍익로3길 44 호곡빌딩 지하1층,10116,벨벳 바나나 클럽
111,movie/concerthall,37.5681627,126.9699713,서울특별시 중구 정동 22 경향신문사 사옥 경향아트힐 3층,10117,비보이를 사랑한 발레리나 전용극장(쇼비보이)
112,movie/concerthall,37.5550895,126.9301069,서울특별시 마포구 와우산로 157 지하 1층 소극장 산울림,10118,산울림소극장
113,movie/concerthall,37.5074584,127.0606539,서울특별시 강남구 대치동 944-31,10119,삼성동 섬유센터 이벤트홀
114,movie/concerthall,37.5634531,126.9879054,서울특별시 중구 저동1가 20-6,10120,삼일로 창고극장
115,movie/concerthall,37.55094879999999,126.9210658,서울특별시 마포구 어울마당로 65,10121,상상마당 라이브홀
116,movie/concerthall,37.5815515,127.0023436,서울특별시 종로구 동숭동 1-115,10122,샘터파랑새극장
117,movie/concerthall,37.5119444,127.1009753,서울특별시 송파구 잠실동 41-1번지,10123,샤롯데씨어터
118,movie/concerthall,37.5517132,126.9410634,서울특별시 마포구 백범로 35 서강대학교 커뮤니케이션센터 메리홀 105호,10124,서강대학교 메리홀
119,movie/concerthall,37.5568322,127.0063426,서울특별시 중구 장충동2가 202,10125,서울 신라호텔 다이너스티홀
120,movie/concerthall,37.5121532,127.0754598,서울특별시 송파구 잠실1동 10-3 종합운동장 내,10126,서울 잠실 학생체육관
121,movie/concerthall,37.4669827,127.0325396,서울특별시 서초구 양재2동 202번지,10127,서울교육문화회관 대극장
122,movie/concerthall,37.572185,126.97686609999998,서울특별시 종로구 세종대로 175,10128,서울극장
123,movie/concerthall,37.5077131,127.100583,서울특별시 송파구 잠실동 47번지,10129,서울놀이마당
124,movie/concerthall,37.4817324,127.0145085,서울특별시 서초구 서초3동 1450-2 DSI빌딩 3층,10130,서울바로크챔버홀(구 DS홀)
125,movie/concerthall,37.5584252,126.9879469,서울특별시 중구 예장동8-145,10131,서울애니시네마
126,movie/concerthall,37.6582055,127.0508212,서울특별시 도봉구 창4동 1-6번지,10132,서울열린극장 창동
127,movie/concerthall,37.567161,127.012132,서울특별시 중구 신당동 251-7번지 서울패션센터 5층 서울패션아트홀,10133,서울패션아트홀
128,movie/concerthall,37.5010915,127.0116146,서울특별시 서초구 반포4동 51-5 대동빌딩 B1,10134,서초아트홀
129,movie/concerthall,37.4857831,127.0823533,서울특별시 강남구 일원동 713,10135,세라믹팔레스홀
130,movie/concerthall,37.5667594,126.976001,서울특별시 중구 정동 3-7 제일화재 세실극장,10136,세실극장
131,movie/concerthall,37.5805513,127.0042271,서울특별시 종로구 동숭동 1-147,10137,세익스피어 극장
132,movie/concerthall,37.5514706,127.073884,서울특별시 광진구 능동로 209 (군자동),10138,세종대학교 대양홀
133,movie/concerthall,37.5764761,127.0039365,서울특별시 종로구 이화장길 26,10139,세종문화회관
134,movie/concerthall,37.5043222,127.0035383,서울특별시 서초구 반포동 19-3,10140,센트럴시티 밀레니엄홀
135,movie/concerthall,37.5646602,126.9809533,서울특별시 중구 소공동 1번지 롯데호텔 2층,10141,소공동 롯데호텔 크리스탈볼룸
136,movie/concerthall,37.5800107,127.004254,서울특별시 종로구 동숭동 1-153,10142,소극장 다르게놀자(구.하늘땅 소극장)
137,movie/concerthall,37.55212750000001,126.9194697,서울특별시 마포구 잔다리로6길 5 김유광 신경정신과 B1,10143,소극장 예
138,movie/concerthall,37.48957720000001,127.1107344,서울특별시 송파구 문정동 150-8,10144,송파 청소년 수련관
139,movie/concerthall,37.5459469,126.9645778,서울특별시 용산구 청파로 47길 100 숙명여자대학교 르네상스플라자 3층,10145,숙명아트센터 씨어터S
140,movie/concerthall,37.4962518,126.9573151,서울특별시 동작구 상도로369 숭실대학교,10146,숭실대학교 한경직기념관 대강당
141,movie/concerthall,37.5586439,127.1117098,서울특별시 광진구 워커힐로 177 (광장동),10147,쉐라톤그랜드워커힐호텔 워커힐씨어터
142,movie/concerthall,37.5680265,126.9759381,서울특별시 중구 태평로1가 61-21,10148,스폰지하우스(광화문)
143,movie/concerthall,37.4692769,126.8970763,서울특별시 금천구 시흥대로 399,10149,시티렉스(CT-LEX)
144,movie/concerthall,37.5690805,126.9861783,서울특별시 종로구 관철동 12-16,10150,실험극장 반줄
145,movie/concerthall,37.5055717,127.0071375,서울특별시 서초구 반포동 19-4 센트럴시티 파미에파크 2층,10151,씽크아트홀
146,movie/concerthall,37.5811843,127.0029436,서울특별시 종로구 동숭동 1-111,10152,아르코(ArKo)예술극장
147,movie/concerthall,37.5811843,127.0029436,서울특별시 종로구 동숭동 1-111,10153,아르코예술극장
148,movie/concerthall,37.5499041,126.9455277,서울특별시 마포구 대흥로 20길28,10154,아트홀 맥
149,movie/concerthall,37.51289860000001,127.0571338,서울특별시 강남구 봉은사로  524,10155,아티움
150,movie/concerthall,37.5799383,127.003689,서울특별시 종로구 동숭동 1-140 (마로니에유리빌딩지하1층),10156,알과핵 소극장
151,movie/concerthall,37.5634651,127.1333846,서울특별시 강동구 암사동116-22 (암사동 선사유적지 근처),10157,암사어린이극장
152,movie/concerthall,37.5278631,127.0362481,서울특별시 강남구 신사동 640-2 로빈명풍관 지하1층,10158,압구정 예홀
153,movie/concerthall,37.5278631,127.0362481,서울특별시 강남구 신사동 640-2,10159,압구정클럽
154,movie/concerthall,37.5124878,127.058853,서울특별시 강남구 삼성동 159 코엑스 1층,10160,야마하아티스트서비스서울(삼성동)
155,movie/concerthall,37.4681722,127.0393225,서울특별시 서초구 양재동 232번지 aT센터,10161,양재동 aT센터(농수산물유통공사)
156,movie/concerthall,37.4952786,127.033241,서울특별시 강남구 역삼동 829-20,10162,역삼1문화센터
157,movie/concerthall,37.5649367,126.9383335,서울특별시 서대문구 연세로 50 연세대학교 노천극장,10163,연세대학교 노천극장
158,movie/concerthall,37.5649367,126.9383335,서울특별시 서대문구 연세로 50 연세대학교 대강당,10164,연세대학교 대강당
159,movie/concerthall,37.5649367,126.9383335,서울특별시 서대문구 연세로 50 연세대학교 백주년기념관,10165,연세대학교 백양홀 (구 백주년기념관)
160,movie/concerthall,37.5172195,126.9039295,서울특별시 영등포구 영중로  15,10166,영산아트홀
161,movie/concerthall,37.4978004,127.0441092,서울특별시 강남구 역삼동 772 웅진 씽크빅 아트홀 2층,10167,예림당아트홀
162,movie/concerthall,37.5710325,126.9912412,서울특별시 종로구 돈화문로5가길 1,10168,예술마당
163,movie/concerthall,37.4810878,127.0152555,서울특별시 서초구 서초동 700,10169,예술의 전당
164,movie/concerthall,37.5514816,127.0025583,서울특별시 중구 장충동2가 201-6,10170,예지원
165,movie/concerthall,37.5681627,126.9699713,서울특별시 중구 정동 22 경향신문사 본관 3층 경향아트힐 6관,10171,오리지널 드로잉쇼 전용관
166,movie/concerthall,37.5803257,127.0035039,서울특별시 종로구 동숭동 1-133 드라마하우스 3층,10172,오아시스 극장
167,movie/concerthall,37.5227864,127.0273924,서울특별시 강남구 신사동 566-31,10173,오퍼스아트홀(구 압구정동 발렌타인 극장)
168,movie/concerthall,37.52098270000001,127.11609140000002,서울특별시 송파구 방이동 88 올림픽공원 올림픽문화센터 내,10174,올림픽 예술극장 (K-아트홀 태권도공연장)
169,movie/concerthall,37.5325058,126.9901133,서울특별시 용산구 이태원동 34-87,10175,용산아트홀
170,movie/concerthall,37.5815943,127.0028104,서울특별시 종로구 동숭동 1-113 지하1층,10176,웃찾사전용관
171,movie/concerthall,37.5586439,127.1117098,서울특별시 광진구 워커힐로 177 (광장동),10177,워커힐 씨어터(구.가야금홀)
172,movie/concerthall,37.5500833,127.0877013,서울특별시 광진구 천호대로 664 (능동),10178,유니버설아트센터
173,movie/concerthall,37.5457324,127.1080051,서울특별시 광진구 구천면로 20 (광장동),10179,유니클로 악스(구 악스코리아)
174,movie/concerthall,37.5222431,127.0412779,서울특별시 강남구 청담동 22-13 청담빌딩,10180,유시어터
175,movie/concerthall,37.5543776,126.92939479999998,서울특별시 마포구 와우산로 147,10181,이리카페
176,movie/concerthall,37.5336895,126.9958866,서울특별시 용산구 이태원동 136-46 인당빌딩,10182,이태원 KING CLUB the Lounge
177,movie/concerthall,37.5346971,126.9936129,서울특별시 용산구 이태원1동 119-25,10183,이태원 하드락 카페
178,movie/concerthall,37.55921770000001,126.9985031,서울특별시 중구 필동 3가 26번지,10184,이해랑 예술극장
179,movie/concerthall,37.5646058,126.9713913,서울특별시 중구 정동 32번지,10185,이화여고 100주년 기념관
180,movie/concerthall,37.5617773,126.9466193,서울특별시 서대문구 이화여대길 52,10186,이화여대 대강당
181,movie/concerthall,37.5617773,126.9466193,서울특별시 서대문구 이화여대길 52 이화여자대학교 이화캠퍼스복합단지(ECC) 내 지하4층,10187,이화여자대학교 삼성홀
182,movie/concerthall,37.5827136,127.0021469,서울특별시 종로구 동숭동 1-33 21세기빌딩 5층,10188,익스트림씨어터 1관
183,movie/concerthall,37.5230089,127.0402496,서울특별시 강남구 청담2동 86-1번지 I 지하2층,10189,일지아트홀(구 우림 청담 씨어터)
184,movie/concerthall,37.5141005,127.0359818,서울특별시 강남구 논현동 248-7,10190,임페리얼 팰리스호텔 두베홀
185,movie/concerthall,37.5112793,127.0980427,서울특별시 송파구 잠실동 40-1,10191,"잠실 롯데월드 호텔  
지하 1층 메가씨씨"
186,movie/concerthall,37.5112793,127.0980427,서울특별시 송파구 잠실동 40-1,10192,잠실 롯데호텔 크리스탈볼룸
187,movie/concerthall,37.5164915,127.0735976,서울특별시 송파구 잠실1동 10번지,10193,잠실실내체육관
188,movie/concerthall,37.5164915,127.0735976,서울특별시 송파구 잠실1동 10,10194,잠실야구장
189,movie/concerthall,37.5581292,127.0069029,서울특별시 중구 장충동2가 200-102,10195,장충체육관
190,movie/concerthall,37.5531172,126.9267768,서울특별시 마포구 와우산로 120 정일빌딩 B1,10196,재머스
191,movie/concerthall,37.5362717,126.9770416,서울특별시 용산구 용산동 1가 8번지 용산전쟁기념관내,10197,전쟁기념관 평화의광장
192,movie/concerthall,37.5696849,126.99167479999998,서울특별시 종로구 돈화문로 13 서울극장 5층,10198,점프 서울전용극장
193,movie/concerthall,37.5688354,126.988123,서울특별시 종로구 관철동 33-1,10199,점프 전용관
194,movie/concerthall,37.56109050000001,126.9953636,서울특별시 중구 퇴계로 212,10200,정동극장
195,movie/concerthall,37.5048875,126.9573779,서울특별시 동작구 흑석로84 중앙대학교 내,10201,중앙대학교 아트센터 대극장
196,movie/concerthall,37.5017085,127.04757859999998,서울특별시 강남구 역삼2동 713,10202,진선여고 대강당
197,movie/concerthall,37.5238678,127.0416368,서울특별시 강남구 청담동 91-2,10203,청담동 하드록 카페
198,movie/concerthall,37.5659416,126.9728515,서울특별시 중구 정동길 43,10204,충무아트홀
199,movie/concerthall,37.5275363,127.0391815,서울특별시 강남구 신사동 661-11,10206,클럽 가든
200,movie/concerthall,37.5548396,126.9293002,서울특별시 마포구 와우산로29길 12,10207,클럽 빵
201,movie/concerthall,37.5541336,126.9296676,서울특별시 마포구 와우산로 148,10208,포스트극장
202,movie/concerthall,37.5190391,127.008047,서울특별시 서초구 잠원동 121-9,10209,프라디아(FRADIA)
203,movie/concerthall,37.5583694,126.91976809999998,서울특별시 마포구 월드컵북로 6길21,10210,프린지 스튜디오
204,movie/concerthall,37.520555,127.0349185,서울특별시 강남구 논현동 97-22,10211,플래툰 쿤스트할레
205,movie/concerthall,37.5068447,127.0604933,서울특별시 강남구 대치동 944-22,10212,한국문화의 집 코우스
206,movie/concerthall,37.573899,126.9823254,서울특별시 종로구 견지동 45,10213,한국불교역사문화기념관
207,movie/concerthall,37.5625106,126.9851687,서울특별시 중구 명동2가 31-1 M플라자 5층 서울 글로벌 문화관광센터 內,10215,해치홀
208,movie/concerthall,37.5803257,127.0035039,서울특별시 종로구 동숭동 1-133번지 동원빌딩 지하 1층,10216,행복한 극장
209,movie/concerthall,37.5725838,126.9878031,서울특별시 종로구 낙원동 284-6 낙원상가4층,10217,허리우드극장
210,movie/concerthall,37.464364,127.042859,서울특별시 서초구 양재동 231 (헌릉로 12),10218,현대·기아자동차 아트홀
211,movie/concerthall,37.5615747,126.9710672,서울특별시 중구 순화동 7 중앙일보사 건물 호암 아트홀,10219,호암아트홀
212,movie/concerthall,37.5507449,126.9202185,서울특별시 마포구 잔다리로 23,10220,홍대 DGBG
213,movie/concerthall,37.5535113,126.9267519,서울특별시 마포구 와우산로 121 삼진제약BD 지하1층,10221,홍대 비보이 전용극장
214,movie/concerthall,37.5550027,126.9226763,서울특별시 마포구 홍익로6길 10,10222,홍대 사운드홀릭
215,movie/concerthall,37.55221810000001,126.9221517,서울특별시 마포구 와우산로21길 31 캐치라이트빌딩 B1F,10223,홍대 캐치라이트 클럽
216,movie/concerthall,37.5511595,126.9206345,서울특별시 마포구 잔다리로 20-5 오후빌딩 지하 1F,10224,홍대 클럽 M2
217,movie/concerthall,37.5502941,126.9224926,서울특별시 마포구 와우산로17길 10 지하,10225,홍대 클럽 타
218,movie/concerthall,37.5520872,126.9218408,서울특별시 마포구 와우산로21길 31-10,10226,홍대 클럽 프리버드
219,movie/concerthall,37.5534989,126.9264332,서울특별시 마포구 와우산로 117 이지플러스 오피스텔 지하1층,10227,홍대앞 김대범 소극장
220,shopping/mart,37.6412768,127.0678895,서울특별시 노원구 동일로204가길 46,10228,2001아울렛중계점
221,shopping/mart,37.541349,127.125782,서울특별시 강동구 구천면로 189,10229,2441아울렛천호점
222,shopping/mart,37.5631868,126.9844551,서울특별시 중구 명동8길  12,10230,ABC마트
223,shopping/mart,37.5509804,127.1395654,서울특별시 강동구 구천면로 365-8,10231,G 마트
224,shopping/mart,37.5481089,127.1349305,서울특별시 강동구 구천면로  317,10232,GS 슈퍼마켓
225,shopping/mart,37.56796470000001,126.8100384,서울특별시 강서구 초원로  37,10233,GS슈퍼마트
226,shopping/mart,37.6641942,127.0658291,서울특별시 노원구 한글비석로 471,10234,GS슈퍼상계점
227,shopping/mart,37.5767364,127.057141,서울특별시 동대문구 사가정로 104,10235,HK마트
228,shopping/mart,37.5992821,127.0347221,서울특별시 성북구 종암로 102,10236,LG베스트
229,shopping/mart,37.601245,126.9245912,서울특별시 은평구 은평로 153,10237,LG베스트샵
230,shopping/mart,37.6153843,126.9247987,서울특별시 은평구 통일로 799,10238,LG베스트샵
231,shopping/mart,37.5782972,126.91043329999998,서울특별시 서대문구 응암로 58,10239,LG베스트샵
232,shopping/mart,37.5451208,127.1430762,서울특별시 강동구 양재대로 1564,10240,LG베스트샵
233,shopping/mart,37.5299298,127.1207449,서울특별시 강동구 올림픽로 542,10241,LG전자
234,shopping/mart,37.4948946,127.1237467,서울특별시 송파구 중대로 142,10243,LG프라자
235,shopping/mart,37.5388294,127.0556655,서울특별시 성동구 뚝섬로  403,10244,LG하이프라자
236,shopping/mart,37.55993370000001,126.8405133,서울특별시 강서구 강서로56길 17,10245,NC백화점
